annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;numero_jokerplus;devise;;;;;;;;;
2010110;LUNDI   ;13/09/2010;13/11/2010;33;39;25;43;8;8;8-25-33-39-43+8;0;0;1;197905,4;240;1343,5;10696;13;167926;5,9;265767;2;5938402;eur;;;;;;;;;
2010109;SAMEDI  ;11/09/2010;11/11/2010;36;41;45;13;7;5;7-13-36-41-45+5;0;0;2;220933,3;790;911,3;30330;10,2;435130;5,1;763059;2;9459284;eur;;;;;;;;;
2010108;MERCREDI;08/09/2010;08/11/2010;24;47;21;44;13;3;13-21-24-44-47+3;2;3000000;2;244161,5;853;932,7;37288;9,2;489439;5;706428;2;5182392;eur;;;;;;;;;
2010107;LUNDI   ;06/09/2010;06/11/2010;29;22;17;19;43;8;17-19-22-29-43+8;0;0;1;222049,5;389;930;16783;9,3;228942;4,8;309918;2;35616;eur;;;;;;;;;
2010106;SAMEDI  ;04/09/2010;04/11/2010;11;42;9;49;15;3;9-11-15-42-49+3;1;10000000;2;254006,8;864;957,9;40258;8,9;563868;4,5;742727;2;1151041;eur;;;;;;;;;
2010105;MERCREDI;01/09/2010;01/11/2010;20;39;33;21;16;2;16-20-21-33-39+2;0;0;2;192649,9;377;1665,1;19860;13,6;327728;5,9;409120;2;5668612;eur;;;;;;;;;
2010104;LUNDI   ;30/08/2010;30/10/2010;22;49;28;3;16;4;3-16-22-28-49+4;0;0;4;59536,2;497;780,7;19813;8,4;249979;4,8;360620;2;2366956;eur;;;;;;;;;
2010103;SAMEDI  ;28/08/2010;28/10/2010;13;16;18;20;19;2;13-16-18-19-20+2;0;0;12;38353,3;999;750,6;36078;9;500071;4,6;497282;2;7913543;eur;;;;;;;;;
2010102;MERCREDI;25/08/2010;25/10/2010;39;49;23;19;36;3;19-23-36-39-49+3;0;0;1;333085,4;584;929,2;21742;10,8;296711;5,6;497595;2;1784857;eur;;;;;;;;;
2010101;LUNDI   ;23/08/2010;23/10/2010;49;41;9;28;16;5;9-16-28-41-49+5;0;0;1;215335,8;305;1150,3;14511;10,4;210918;5,1;364784;2;1821256;eur;;;;;;;;;
2010100;SAMEDI  ;21/08/2010;21/10/2010;8;44;14;48;29;7;8-14-29-44-48+7;0;0;1;408686,7;582;1144,1;26673;10,8;380905;5,4;956542;2;9572979;eur;;;;;;;;;
2010099;MERCREDI;18/08/2010;18/10/2010;49;43;46;27;23;6;23-27-43-46-49+6;0;0;5;64762,4;520;1014,5;20556;11,1;286861;5,6;446762;2;3315222;eur;;;;;;;;;
2010098;LUNDI   ;16/08/2010;16/10/2010;13;22;40;28;31;9;13-22-28-31-40+9;0;0;0;0;447;1224,7;15714;9,3;217832;4,8;292234;2;4072826;eur;;;;;;;;;
2010097;SAMEDI  ;14/08/2010;14/10/2010;21;27;9;49;11;5;9-11-21-27-49+5;1;2000000;6;67341,8;1152;571,4;43279;6,5;513299;3,9;694470;2;7417433;eur;;;;;;;;;
2010096;MERCREDI;11/08/2010;11/10/2010;7;22;8;26;5;2;5-7-8-22-26+2;0;0;2;155310,5;987;512,7;37901;5,7;426840;3,6;333078;2;7690972;eur;;;;;;;;;
2010095;LUNDI   ;09/08/2010;09/10/2010;7;15;18;8;25;6;7-8-15-18-25+6;1;2000000;2;103488,9;618;545,6;21277;6,8;256883;4;286567;2;8249309;eur;;;;;;;;;
2010094;SAMEDI  ;07/08/2010;07/10/2010;43;6;46;27;5;7;5-6-27-43-46+7;1;5000000;1;420700,4;508;1349,3;25384;11,6;410451;5,1;977263;2;100603;eur;;;;;;;;;
2010093;MERCREDI;04/08/2010;04/10/2010;32;8;46;22;9;8;8-9-22-32-46+8;0;0;0;0;418;2058,7;20159;11,4;320085;5,1;453722;2;304775;eur;;;;;;;;;
2010092;LUNDI   ;02/08/2010;02/10/2010;16;32;44;38;37;3;16-32-37-38-44+3;0;0;1;211010,4;212;1621,6;10011;14,8;153368;6,9;326855;2;2702669;eur;;;;;;;;;
2010091;SAMEDI  ;31/07/2010;30/09/2010;2;25;44;28;8;4;2-8-25-28-44+4;0;0;3;136127;752;884,8;32129;8,9;431162;4,7;593036;2;4168200;eur;;;;;;;;;
2010090;MERCREDI;28/07/2010;27/09/2010;25;37;7;10;47;10;7-10-25-37-47+10;1;3000000;6;54220,9;653;811,7;28392;8;349629;4,6;294754;2;3043590;eur;;;;;;;;;
2010089;LUNDI   ;26/07/2010;25/09/2010;4;42;37;23;43;7;4-23-37-42-43+7;0;0;0;0;257;2170,9;11551;12,9;175459;6;474136;2;5933136;eur;;;;;;;;;
2010088;SAMEDI  ;24/07/2010;23/09/2010;18;43;16;7;33;5;7-16-18-33-43+5;1;14000000;0;0;648;2004,3;34365;10,1;479938;5,1;811049;2;3195955;eur;;;;;;;;;
2010087;MERCREDI;21/07/2010;20/09/2010;43;45;21;3;9;1;3-9-21-43-45+1;0;0;1;389883,1;681;932,7;28892;9,5;400345;4,9;412297;2;6898271;eur;;;;;;;;;
2010086;LUNDI   ;19/07/2010;18/09/2010;27;24;16;10;47;5;10-16-24-27-47+5;0;0;0;0;476;1380,7;19234;9,1;264498;4,7;418815;2;1475449;eur;;;;;;;;;
2010085;SAMEDI  ;17/07/2010;16/09/2010;32;28;47;20;22;6;20-22-28-32-47+6;0;0;6;80296,3;610;1286,8;28041;12,1;426495;5,6;665919;2;5542593;eur;;;;;;;;;
2010084;MERCREDI;14/07/2010;13/09/2010;48;30;5;26;11;1;5-11-26-30-48+1;0;0;4;82953,2;726;744,6;27925;8,3;359043;4,6;351688;2;1742665;eur;;;;;;;;;
2010083;LUNDI   ;12/07/2010;11/09/2010;47;11;15;24;38;6;11-15-24-38-47+6;0;0;1;236830,7;439;878,9;16858;9,9;235672;5;336977;2;7360260;eur;;;;;;;;;
2010082;SAMEDI  ;10/07/2010;09/09/2010;27;32;12;42;30;7;12-27-30-32-42+7;0;0;3;145899,1;652;1093,7;29579;10,4;418586;5,2;993587;2;2170386;eur;;;;;;;;;
2010081;MERCREDI;07/07/2010;06/09/2010;20;47;49;26;31;10;20-26-31-47-49+10;0;0;1;346780,2;427;1323,2;20238;12;308856;5,6;308286;2;1351137;eur;;;;;;;;;
2010080;LUNDI   ;05/07/2010;04/09/2010;39;33;43;22;31;10;22-31-33-39-43+10;0;0;0;0;253;2266,2;12113;12,7;178314;6,1;193809;2;2914168;eur;;;;;;;;;
2010079;SAMEDI  ;03/07/2010;02/09/2010;10;46;2;33;28;8;2-10-28-33-46+8;0;0;1;405897,3;642;1030,1;27205;10,5;390663;5,2;546885;2;6388823;eur;;;;;;;;;
2010078;MERCREDI;30/06/2010;30/08/2010;14;44;28;18;17;2;14-17-18-28-44+2;0;0;1;312079,8;457;1112,6;25691;8,5;315411;4,9;327082;2;7279215;eur;;;;;;;;;
2010077;LUNDI   ;28/06/2010;28/08/2010;41;49;42;19;12;8;12-19-41-42-49+8;0;0;0;0;241;2180,8;12308;11,4;193595;5,2;274193;2;6036754;eur;;;;;;;;;
2010076;SAMEDI  ;26/06/2010;26/08/2010;47;16;11;37;7;10;7-11-16-37-47+10;0;0;2;194942,9;694;915,3;31907;8,6;410909;4,7;346326;2;3706338;eur;;;;;;;;;
2010075;MERCREDI;23/06/2010;23/08/2010;16;27;41;1;35;1;1-16-27-35-41+1;1;6000000;2;161093;347;1512,7;17707;12,8;278905;5,8;334309;2;8285605;eur;;;;;;;;;
2010074;LUNDI   ;21/06/2010;21/08/2010;45;35;24;37;48;2;24-35-37-45-48+2;0;0;1;214547,3;287;1217,9;11569;13;170189;6,3;235848;2;2851062;eur;;;;;;;;;
2010073;SAMEDI  ;19/06/2010;19/08/2010;21;23;19;36;49;4;19-21-23-36-49+4;0;0;1;421663,9;611;1124,4;27517;10,8;410236;5,1;614870;2;5927896;eur;;;;;;;;;
2010072;MERCREDI;16/06/2010;16/08/2010;40;48;15;9;3;10;3-9-15-40-48+10;0;0;2;163702,2;486;1097,6;22213;10,3;326176;5;284276;2;1218288;eur;;;;;;;;;
2010071;LUNDI   ;14/06/2010;14/08/2010;15;48;23;49;45;2;15-23-45-48-49+2;0;0;1;212467,7;248;1395,8;13649;10,9;189289;5,6;234830;2;794391;eur;;;;;;;;;
2010070;SAMEDI  ;12/06/2010;12/08/2010;30;43;48;24;15;7;15-24-30-43-48+7;2;7000000;4;130288,5;727;1167,9;30164;12,1;453962;5,7;1147121;2;3005861;eur;;;;;;;;;
2010069;MERCREDI;09/06/2010;09/08/2010;14;48;44;24;20;10;14-20-24-44-48+10;0;0;4;102531,6;624;1070,8;26896;10,7;374841;5,5;365954;2;3881146;eur;;;;;;;;;
2010068;LUNDI   ;07/06/2010;07/08/2010;29;48;42;28;26;1;26-28-29-42-48+1;0;0;1;260162,5;255;1662,2;14134;12,9;226888;5,7;270977;2;2721724;eur;;;;;;;;;
2010067;SAMEDI  ;05/06/2010;05/08/2010;37;43;31;45;22;5;22-31-37-43-45+5;0;0;3;164528,5;631;1274,4;28640;12,1;413353;6;834541;2;2297938;eur;;;;;;;;;
2010066;MERCREDI;02/06/2010;02/08/2010;43;11;14;23;17;10;11-14-17-23-43+10;0;0;2;195523,6;802;794,4;32254;8,5;415327;4,7;346693;2;7320181;eur;;;;;;;;;
2010065;LUNDI   ;31/05/2010;31/07/2010;46;49;32;5;33;1;5-32-33-46-49+1;0;0;0;0;223;2869,6;12361;13,8;197251;6,2;249073;2;9366214;eur;;;;;;;;;
2010064;SAMEDI  ;29/05/2010;29/07/2010;33;21;49;26;46;1;21-26-33-46-49+1;0;0;5;124386,4;845;1199,1;36346;12;540852;5,7;634069;2;713076;eur;;;;;;;;;
2010063;MERCREDI;26/05/2010;26/07/2010;47;3;35;22;6;1;3-6-22-35-47+1;0;0;5;63551;425;1218,1;19526;11,4;298879;5,3;319683;2;27977;eur;;;;;;;;;
2010062;LUNDI   ;24/05/2010;24/07/2010;8;35;29;12;3;1;3-8-12-29-35+1;0;0;3;58768;394;729;15276;8,1;196222;4,5;180748;2;1339853;eur;;;;;;;;;
2010061;SAMEDI  ;22/05/2010;22/07/2010;2;48;40;46;17;10;2-17-40-46-48+10;0;0;1;396644;330;1958,3;19844;14,1;320215;6,2;352785;2;259898;eur;;;;;;;;;
2010060;MERCREDI;19/05/2010;19/07/2010;24;12;17;38;30;7;12-17-24-30-38+7;1;7000000;3;117788,7;746;771,7;28902;8,6;373679;4,7;824929;2;5561787;eur;;;;;;;;;
2010059;LUNDI   ;17/05/2010;17/07/2010;9;27;26;29;36;5;9-26-27-29-36+5;0;0;0;0;269;2143,9;15565;9,9;220372;5;369768;2;6723508;eur;;;;;;;;;
2010058;SAMEDI  ;15/05/2010;15/07/2010;32;31;44;27;9;8;9-27-31-32-44+8;0;0;4;103132,4;431;1559,4;24522;11,8;380230;5,4;569090;2;6159553;eur;;;;;;;;;
2010057;MERCREDI;12/05/2010;12/07/2010;28;22;27;14;23;4;14-22-23-27-28+4;0;0;3;100166,3;614;888,2;27249;8,7;373870;4,5;496020;2;1863559;eur;;;;;;;;;
2010056;LUNDI   ;10/05/2010;10/07/2010;41;4;35;33;10;5;4-10-33-35-41+5;0;0;0;0;273;1966,5;11097;13,4;180773;5,8;360811;2;9172896;eur;;;;;;;;;
2010055;SAMEDI  ;08/05/2010;08/07/2010;16;29;31;39;1;2;1-16-29-31-39+2;0;0;1;315671,9;422;1447,5;21230;12,7;333812;5,8;411869;2;2036362;eur;;;;;;;;;
2010054;MERCREDI;05/05/2010;05/07/2010;10;30;18;27;4;1;4-10-18-27-30+1;1;6000000;7;44297,8;1054;522,9;33613;7,1;399059;4,2;342354;2;384746;eur;;;;;;;;;
2010053;LUNDI   ;03/05/2010;03/07/2010;8;11;12;26;48;6;8-11-12-26-48+6;0;0;2;98259,8;570;629,8;22079;7;266942;4,1;317068;2;8335661;eur;;;;;;;;;
2010052;SAMEDI  ;01/05/2010;01/07/2010;39;28;3;42;6;5;3-6-28-39-42+5;0;0;0;0;546;1714,5;23351;11;348395;5,3;662715;2;636245;eur;;;;;;;;;
2010051;MERCREDI;28/04/2010;28/06/2010;34;49;9;25;38;1;9-25-34-38-49+1;0;0;1;265956,2;421;1207,1;19288;11,6;291405;5,4;319950;2;462584;eur;;;;;;;;;
2010050;LUNDI   ;26/04/2010;26/06/2010;29;24;4;46;7;10;4-7-24-29-46+10;0;0;0;0;348;1494,5;16759;8,5;225867;4,5;172218;2;2338823;eur;;;;;;;;;
2010049;SAMEDI  ;24/04/2010;24/06/2010;17;34;27;3;41;4;3-17-27-34-41+4;1;5000000;6;68746,9;700;1039,7;30431;10,5;430226;5,3;659416;2;5448100;eur;;;;;;;;;
2010048;MERCREDI;21/04/2010;21/06/2010;24;26;35;9;1;4;1-9-24-26-35+4;1;3000000;0;0;464;1758,8;24196;9,3;340315;4,7;470092;2;4922599;eur;;;;;;;;;
2010047;LUNDI   ;19/04/2010;19/06/2010;44;22;17;38;2;8;2-17-22-38-44+8;0;0;1;176450,5;333;992,2;13297;10,8;191619;5,3;292243;2;7158323;eur;;;;;;;;;
2010046;SAMEDI  ;17/04/2010;17/06/2010;24;42;16;9;32;3;9-16-24-32-42+3;1;2000000;5;74002,9;694;948,4;27884;10,3;387613;5,3;614257;2;3390882;eur;;;;;;;;;
2010045;MERCREDI;14/04/2010;14/06/2010;9;12;29;2;21;7;2-9-12-21-29+7;1;3000000;12;25556,2;1118;481;38001;6,1;416087;3,9;772048;2;9445939;eur;;;;;;;;;
2010044;LUNDI   ;12/04/2010;12/06/2010;4;36;11;31;46;10;4-11-31-36-46+10;0;0;1;183345,2;278;1228,9;12937;11,6;201675;5,3;189055;2;1863923;eur;;;;;;;;;
2010043;SAMEDI  ;10/04/2010;10/06/2010;33;13;49;36;22;4;13-22-33-36-49+4;2;2500000;6;64879,3;995;699,5;31930;9,4;408682;5,2;656117;2;2672204;eur;;;;;;;;;
2010042;MERCREDI;07/04/2010;07/06/2010;28;11;2;33;43;1;2-11-28-33-43+1;0;0;6;51416,4;493;1097,5;22303;10,6;328470;5,1;339001;2;2158251;eur;;;;;;;;;
2010041;LUNDI   ;05/04/2010;05/06/2010;17;18;36;21;47;6;17-18-21-36-47+6;0;0;0;0;214;2166,8;10420;12,3;164182;5,5;252193;2;7028092;eur;;;;;;;;;
2010040;SAMEDI  ;03/04/2010;03/06/2010;35;39;20;48;42;2;20-35-39-42-48+2;0;0;2;184429,1;481;1423,4;20627;14,7;319941;6,7;452384;2;7253220;eur;;;;;;;;;
2010039;MERCREDI;31/03/2010;31/05/2010;46;28;21;39;49;1;21-28-39-46-49+1;1;7000000;1;299712,6;409;1411,7;19605;13;305586;5,9;369945;2;2761095;eur;;;;;;;;;
2010038;LUNDI   ;29/03/2010;29/05/2010;2;44;41;34;46;2;2-34-41-44-46+2;0;0;1;191296,2;180;1962,8;9198;17,1;158406;7,1;247511;2;1644304;eur;;;;;;;;;
2010037;SAMEDI  ;27/03/2010;27/05/2010;43;42;9;21;46;6;9-21-42-43-46+6;0;0;1;351807,5;474;1450,2;23967;12,7;371891;5,8;602976;2;4470488;eur;;;;;;;;;
2010036;MERCREDI;24/03/2010;24/05/2010;28;9;35;8;42;6;8-9-28-35-42+6;0;0;3;98547,1;415;1274,6;21109;11;321351;5,2;469554;2;3092599;eur;;;;;;;;;
2010035;LUNDI   ;22/03/2010;22/05/2010;44;34;25;47;29;9;25-29-34-44-47+9;0;0;1;183331,5;267;1277,9;11125;13,5;169403;6,3;273327;2;6137244;eur;;;;;;;;;
2010034;SAMEDI  ;20/03/2010;20/05/2010;15;36;28;49;2;3;2-15-28-36-49+3;0;0;2;184932,4;638;1085,5;26636;11,4;390405;5,5;669756;2;2951352;eur;;;;;;;;;
2010033;MERCREDI;17/03/2010;17/05/2010;46;1;24;18;9;7;1-9-18-24-46+7;1;12000000;3;115893,9;782;815,5;32163;8,6;427770;4,6;863572;2;5004928;eur;;;;;;;;;
2010032;LUNDI   ;15/03/2010;15/05/2010;18;15;1;4;38;6;1-4-15-18-38+6;0;0;0;0;361;1772,7;17949;9,8;258287;4,8;395244;2;5930780;eur;;;;;;;;;
2010031;SAMEDI  ;13/03/2010;13/05/2010;32;37;16;6;8;7;6-8-16-32-37+7;0;0;3;152483,8;658;1275,2;32188;11,5;485452;5,4;1149002;2;2383439;eur;;;;;;;;;
2010030;MERCREDI;10/03/2010;10/05/2010;36;13;44;1;48;2;1-13-36-44-48+2;0;0;0;0;426;2098,5;19665;12,6;307722;5,7;371636;2;6171423;eur;;;;;;;;;
2010029;LUNDI   ;08/03/2010;08/05/2010;23;11;43;49;10;10;10-11-23-43-49+10;0;0;1;190999,8;359;1001,5;16943;9,3;238302;4,7;196031;2;8350941;eur;;;;;;;;;
2010028;SAMEDI  ;06/03/2010;06/05/2010;5;18;26;9;36;9;5-9-18-26-36+9;0;0;2;190730,2;847;853,5;38783;8,1;496031;4,5;586696;2;4800764;eur;;;;;;;;;
2010027;MERCREDI;03/03/2010;03/05/2010;17;37;23;25;2;7;2-17-23-25-37+7;0;0;2;147384,6;499;1086,1;23913;9,9;342765;4,9;755316;2;9817870;eur;;;;;;;;;
2010026;LUNDI   ;01/03/2010;01/05/2010;19;11;8;48;49;7;8-11-19-48-49+7;0;0;2;94222,4;448;766,5;18366;8;240562;4,4;461947;2;9269240;eur;;;;;;;;;
2010025;SAMEDI  ;27/02/2010;29/04/2010;13;40;2;10;35;1;2-10-13-35-40+1;1;6000000;2;192886,3;662;1094;30811;10,3;451429;5;458888;2;4372644;eur;;;;;;;;;
2010024;MERCREDI;24/02/2010;26/04/2010;45;2;1;27;31;8;1-2-27-31-45+8;0;0;0;0;351;2471,4;20208;11,9;332097;5,1;458498;2;8786807;eur;;;;;;;;;
2010023;LUNDI   ;22/02/2010;24/04/2010;41;48;18;11;24;2;11-18-24-41-48+2;0;0;1;188024,7;390;910,2;15586;9,9;217757;5;249670;2;3574174;eur;;;;;;;;;
2010022;SAMEDI  ;20/02/2010;22/04/2010;34;49;36;39;23;8;23-34-36-39-49+8;0;0;2;190860,3;467;1518,2;22826;13,8;342389;6,5;603976;2;9385491;eur;;;;;;;;;
2010021;MERCREDI;17/02/2010;19/04/2010;23;40;26;22;29;5;22-23-26-29-40+5;0;0;1;284797,4;421;1299,5;20460;11,8;312725;5,5;582917;2;4621659;eur;;;;;;;;;
2010020;LUNDI   ;15/02/2010;17/04/2010;48;39;24;8;15;8;8-15-24-39-48+8;2;1000000;2;99001,4;346;1031,6;14455;10,8;208490;5,3;315659;2;7209350;eur;;;;;;;;;
2010019;SAMEDI  ;13/02/2010;15/04/2010;1;7;38;3;14;5;1-3-7-14-38+5;1;6000000;10;61575,9;1655;664,7;67265;7;789626;4,3;1125953;2;2184351;eur;;;;;;;;;
2010018;MERCREDI;10/02/2010;12/04/2010;6;45;19;12;11;10;6-11-12-19-45+10;0;0;3;100309,1;945;582,3;37618;6,3;440141;3,8;295158;2;2361295;eur;;;;;;;;;
2010017;LUNDI   ;08/02/2010;10/04/2010;36;13;24;7;42;4;7-13-24-36-42+4;1;9000000;12;19197,7;630;634,3;21033;8,2;264922;4,6;377798;2;9864464;eur;;;;;;;;;
2010016;SAMEDI  ;06/02/2010;08/04/2010;16;37;18;5;34;5;5-16-18-34-37+5;0;0;2;199803,6;528;1412,7;26555;12,4;423540;5,5;820106;2;8839231;eur;;;;;;;;;
2010015;MERCREDI;03/02/2010;05/04/2010;44;48;7;30;13;7;7-13-30-44-48+7;0;0;1;298968,2;630;927,4;27705;9,2;381274;4,7;818659;2;538032;eur;;;;;;;;;
2010014;LUNDI   ;01/02/2010;03/04/2010;29;1;39;40;18;2;1-18-29-39-40+2;0;0;1;194780,8;236;1534,6;12801;12,5;196787;5,8;276958;2;2618858;eur;;;;;;;;;
2010013;SAMEDI  ;30/01/2010;01/04/2010;44;26;18;21;47;3;18-21-26-44-47+3;0;0;3;130694,6;567;1252,9;26799;11,7;401261;5,5;667147;2;2664635;eur;;;;;;;;;
2010012;MERCREDI;27/01/2010;29/03/2010;10;15;43;45;5;9;5-10-15-43-45+9;0;0;1;289241,6;563;997,6;27608;8,9;356519;4,9;440513;2;5001225;eur;;;;;;;;;
2010011;LUNDI   ;25/01/2010;27/03/2010;6;8;31;45;36;9;6-8-31-36-45+9;0;0;0;0;241;2311,6;12604;12,2;200211;5,5;273497;2;4761098;eur;;;;;;;;;
2010010;SAMEDI  ;23/01/2010;25/03/2010;24;39;2;13;48;1;2-13-24-39-48+1;0;0;4;96748,7;730;957,4;29255;10,4;412059;5,3;454656;2;9637151;eur;;;;;;;;;
2010009;MERCREDI;20/01/2010;22/03/2010;13;37;48;45;28;9;13-28-37-45-48+9;1;4000000;2;155534,3;452;1264,9;21708;11,6;317449;5,6;455384;2;5029732;eur;;;;;;;;;
2010008;LUNDI   ;18/01/2010;20/03/2010;8;7;22;28;38;10;7-8-22-28-38+10;0;0;0;0;431;1354,8;19746;8,1;260233;4,4;193770;2;9217366;eur;;;;;;;;;
2010007;SAMEDI  ;16/01/2010;18/03/2010;21;38;32;3;33;10;3-21-32-33-38+10;0;0;1;357177,6;390;1782,7;22100;14;364184;6;396590;2;5276804;eur;;;;;;;;;
2010006;MERCREDI;13/01/2010;15/03/2010;31;4;14;37;7;8;4-7-14-31-37+8;1;4000000;2;159741;635;937;29218;8,9;401104;4,6;530647;2;2674996;eur;;;;;;;;;
2010005;LUNDI   ;11/01/2010;13/03/2010;24;20;31;36;6;4;6-20-24-31-36+4;0;0;1;196125,9;276;1327,2;15165;10,6;220766;5,2;345313;2;2076499;eur;;;;;;;;;
2010004;SAMEDI  ;09/01/2010;11/03/2010;35;4;14;23;46;7;4-14-23-35-46+7;0;0;7;56438,9;604;1147;26129;11,6;385714;5,6;983770;2;4487414;eur;;;;;;;;;
2010003;MERCREDI;06/01/2010;08/03/2010;19;49;31;44;38;3;19-31-38-44-49+3;1;10000000;4;97562,7;502;1386,8;24863;12,4;378885;5,8;695450;2;5859407;eur;;;;;;;;;
2010002;LUNDI   ;04/01/2010;06/03/2010;33;21;41;18;32;9;18-21-32-33-41+9;0;0;1;224096;280;1502;13903;13,4;216323;6,1;336748;2;2075939;eur;;;;;;;;;
2010001;SAMEDI  ;02/01/2010;04/03/2010;43;5;23;49;17;4;5-17-23-43-49+4;0;0;3;143347,9;832;952,8;35101;9,8;492551;5;720621;2;3723626;eur;;;;;;;;;
2009274;MERCREDI;30/12/2009;01/03/2010;21;39;5;2;15;10;2-5-15-21-39+10;0;0;1;592610,4;1221;993,3;56991;9,3;795780;4,7;757192;2;569318;eur;;;;;;;;;
2009273;LUNDI   ;28/12/2009;27/02/2010;23;12;15;27;46;6;12-15-23-27-46+6;0;0;4;52434,1;519;720,4;20306;7,9;253798;4,5;318718;2;622729;eur;;;;;;;;;
2009272;SAMEDI  ;26/12/2009;25/02/2010;7;6;41;25;16;5;6-7-16-25-41+5;0;0;8;48670,4;651;1049,8;32778;9,1;460904;4,6;709035;2;4699602;eur;;;;;;;;;
2009271;MERCREDI;23/12/2009;22/02/2010;24;44;18;17;15;6;15-17-18-24-44+6;1;6000000;0;0;863;1756;40737;10,2;591459;5;839908;2;930913;eur;;;;;;;;;
2009270;LUNDI   ;21/12/2009;20/02/2010;38;42;28;3;27;9;3-27-28-38-42+9;0;0;1;181501,2;281;1203,5;12522;11,9;195699;5,4;270944;2;9843318;eur;;;;;;;;;
2009269;SAMEDI  ;19/12/2009;18/02/2010;40;15;16;6;9;6;6-9-15-16-40+6;1;7000000;0;0;747;1486,4;33432;9,1;457265;4,7;603181;2;911498;eur;;;;;;;;;
2009268;MERCREDI;16/12/2009;15/02/2010;39;15;23;49;30;5;15-23-30-39-49+5;0;0;0;0;389;2227,9;19485;12,3;301313;5,7;580235;2;2230916;eur;;;;;;;;;
2009267;LUNDI   ;14/12/2009;13/02/2010;46;8;26;13;38;2;8-13-26-38-46+2;0;0;1;187794,8;421;844,9;15428;10;214447;5,1;250280;2;2891268;eur;;;;;;;;;
2009266;SAMEDI  ;12/12/2009;11/02/2010;4;30;13;18;39;1;4-13-18-30-39+1;0;0;6;67277,9;701;1016,6;31662;9,8;450810;4,9;440749;2;8787773;eur;;;;;;;;;
2009265;MERCREDI;09/12/2009;08/02/2010;1;31;11;22;23;1;1-11-22-23-31+1;0;0;2;148465,5;820;676,7;32868;7,3;399079;4,3;346866;2;5905699;eur;;;;;;;;;
2009264;LUNDI   ;07/12/2009;06/02/2010;20;42;43;33;19;5;19-20-33-42-43+5;0;0;0;0;200;2693,1;10660;14;179451;5,9;379047;2;9684688;eur;;;;;;;;;
2009263;SAMEDI  ;05/12/2009;04/02/2010;28;22;7;16;39;7;7-16-22-28-39+7;3;2666667;1;380890,6;936;817,3;37557;8,8;501632;4,7;1049908;2;8482462;eur;;;;;;;;;
2009262;MERCREDI;02/12/2009;01/02/2010;10;47;20;28;21;6;10-20-21-28-47+6;0;0;1;298542;509;1137,1;25949;9,8;375311;4,8;495706;2;6752072;eur;;;;;;;;;
2009261;LUNDI   ;30/11/2009;30/01/2010;12;43;7;23;27;6;7-12-23-27-43+6;0;0;3;67104,3;690;521,8;23160;6,7;275416;4;297399;2;2428765;eur;;;;;;;;;
2009260;SAMEDI  ;28/11/2009;28/01/2010;35;37;41;15;39;4;15-35-37-39-41+4;0;0;2;192184,4;553;1297,3;21449;14,7;316400;7,1;684514;2;2499762;eur;;;;;;;;;
2009259;MERCREDI;25/11/2009;25/01/2010;14;33;39;15;11;6;11-14-15-33-39+6;0;0;1;275290,7;352;1491;19302;12;309156;5,3;449562;2;6878579;eur;;;;;;;;;
2009258;LUNDI   ;23/11/2009;23/01/2010;13;12;3;37;30;8;3-12-13-30-37+8;0;0;1;178009,1;308;1079,4;15776;9,2;227817;4,5;286768;2;5462288;eur;;;;;;;;;
2009257;SAMEDI  ;21/11/2009;21/01/2010;20;33;46;40;12;6;12-20-33-40-46+6;0;0;1;348362,3;619;1107,9;25541;11,8;379567;5,6;580499;2;3974245;eur;;;;;;;;;
2009256;MERCREDI;18/11/2009;18/01/2010;24;20;22;19;1;6;1-19-20-22-24+6;1;3000000;3;101212,7;736;754,7;29975;8;391284;4,3;468160;2;4178084;eur;;;;;;;;;
2009255;LUNDI   ;16/11/2009;16/01/2010;20;32;36;19;27;7;19-20-27-32-36+7;0;0;1;183301,3;253;1346,3;12308;12,2;196536;5,4;476830;2;2686263;eur;;;;;;;;;
2009254;SAMEDI  ;14/11/2009;14/01/2010;39;16;47;28;24;9;16-24-28-39-47+9;1;2000000;5;78313,9;632;1099,9;25078;12,1;367070;5,9;553238;2;4405047;eur;;;;;;;;;
2009253;MERCREDI;11/11/2009;11/01/2010;41;47;22;17;7;6;7-17-22-41-47+6;0;0;3;91495,9;592;839,8;25633;8,4;320632;4,8;436416;2;271724;eur;;;;;;;;;
2009252;LUNDI   ;09/11/2009;09/01/2010;3;2;29;48;1;9;1-2-3-29-48+9;0;0;0;0;338;1597,9;14996;9,9;206923;5,1;268571;2;5969092;eur;;;;;;;;;
2009251;SAMEDI  ;07/11/2009;07/01/2010;1;41;13;3;18;1;1-3-13-18-41+1;1;9000000;6;73292,3;917;856,4;39545;8,6;526437;4,6;484303;2;846385;eur;;;;;;;;;
